Series;Time;Value
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-11T19:00:00+05:00;6.25
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-11T21:00:00+05:00;3.75
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-11T23:00:00+05:00;2.3333
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-12T01:00:00+05:00;1.83335
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-12T03:00:00+05:00;6.416650000000001
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-12T05:00:00+05:00;2.75
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-12T07:00:00+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-12T09:00:00+05:00;6.5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-12T11:00:00+05:00;18.75
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-12T13:00:00+05:00;14.16665
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-12T15:00:00+05:00;56.58335
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-12T17:00:00+05:00;33.08335
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-12T19:00:00+05:00;6.5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-12T21:00:00+05:00;3
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-12T23:00:00+05:00;3.33335
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-13T01:00:00+05:00;2.4166499999999997
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-13T03:00:00+05:00;4.666650000000001
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-13T05:00:00+05:00;2.25
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-13T07:00:00+05:00;3.91665
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-13T09:00:00+05:00;5.583349999999999
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-13T11:00:00+05:00;41
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-13T13:00:00+05:00;27.6667
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-13T15:00:00+05:00;7.583349999999999
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-13T17:00:00+05:00;5.75
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-13T19:00:00+05:00;6.083349999999999
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-13T21:00:00+05:00;5.416650000000001
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-13T23:00:00+05:00;3.1666499999999997
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-14T01:00:00+05:00;5.3333
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-14T03:00:00+05:00;6.833349999999999
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-14T05:00:00+05:00;4.666650000000001
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-14T07:00:00+05:00;3.8333500000000003
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-14T09:00:00+05:00;5.416650000000001
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-14T11:00:00+05:00;7.833349999999999
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-14T13:00:00+05:00;6.5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-14T15:00:00+05:00;6.416650000000001
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-14T17:00:00+05:00;6.583349999999999
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-14T19:00:00+05:00;5.0833
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-14T21:00:00+05:00;2.5833
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-14T23:00:00+05:00;1.66665
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-15T01:00:00+05:00;2.1666499999999997
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-15T03:00:00+05:00;3.5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-15T05:00:00+05:00;1.5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-15T07:00:00+05:00;1.66665
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-15T09:00:00+05:00;1.25
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-15T11:00:00+05:00;8.33335
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-15T13:00:00+05:00;8.25
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-15T15:00:00+05:00;2.5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-15T17:00:00+05:00;6.416650000000001
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-15T19:00:00+05:00;6.083349999999999
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-15T21:00:00+05:00;4.66665
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-15T23:00:00+05:00;1.75
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-16T01:00:00+05:00;4.5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-16T03:00:00+05:00;3.5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-16T05:00:00+05:00;2.4166499999999997
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-16T07:00:00+05:00;2.1666499999999997
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-16T09:00:00+05:00;2.5833
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-16T11:00:00+05:00;10.25
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-16T13:00:00+05:00;7
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-16T15:00:00+05:00;6.75
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-16T17:00:00+05:00;7.416650000000001
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-16T19:00:00+05:00;6.5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-16T21:00:00+05:00;5.4167
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-16T23:00:00+05:00;4.666650000000001
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-17T01:00:00+05:00;5.333349999999999
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-17T03:00:00+05:00;5.5833
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-17T05:00:00+05:00;3.4166499999999997
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-17T07:00:00+05:00;4.166650000000001
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-17T09:00:00+05:00;3.75
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-17T11:00:00+05:00;7.25
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-17T13:00:00+05:00;5.666650000000001
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-17T15:00:00+05:00;5.416650000000001
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-17T17:00:00+05:00;5.583349999999999
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-17T19:00:00+05:00;6.5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-17T21:00:00+05:00;5.833349999999999
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-17T23:00:00+05:00;4.666650000000001
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-18T01:00:00+05:00;3
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-18T03:00:00+05:00;5.5
